config_name,n_clusters,omega,n_train_trajectories,replicate,train_seeds,test_seeds,horizon,n_eval_starts,relative_association_error,association_r2,simplex_violation,train_closure_error,train_association_r2,fit_seconds
old_default,20,4.0,3,2,2000 2001 2002,100 101 102,10,2373,0.014170806543813438,0.9826451580955811,0.08124097449754737,0.00197343780904876,0.997586668108663,1.4371259212493896
old_default,20,4.0,3,2,2000 2001 2002,100 101 102,50,2253,0.07969800956805805,0.903395398486578,0.11880178826339591,0.00197343780904876,0.997586668108663,1.4371259212493896
old_default,20,4.0,3,2,2000 2001 2002,100 101 102,100,2103,0.1836704468822525,0.7789644058353852,0.12122800942076294,0.00197343780904876,0.997586668108663,1.4371259212493896
old_default,20,4.0,3,2,2000 2001 2002,100 101 102,200,1803,0.1600234179995569,0.8045460589941422,0.06764802107436267,0.00197343780904876,0.997586668108663,1.4371259212493896
old_default,20,4.0,5,0,0 1 2 3 4,100 101 102,1,2400,0.0011745700231695843,0.9985598050203854,0.02778159698585343,0.001154969070137892,0.9985829332797713,2.6047070026397705
old_default,20,4.0,5,0,0 1 2 3 4,100 101 102,10,2373,0.011293312697202084,0.9861706025323684,0.11856705137689359,0.001154969070137892,0.9985829332797713,2.6047070026397705
old_default,20,4.0,5,0,0 1 2 3 4,100 101 102,50,2253,0.06742732692646743,0.9181271600438778,0.10222053373248492,0.001154969070137892,0.9985829332797713,2.6047070026397705
old_default,20,4.0,5,0,0 1 2 3 4,100 101 102,100,2103,0.17335604498466944,0.7907207151252412,0.13304647496153205,0.001154969070137892,0.9985829332797713,2.6047070026397705
old_default,20,4.0,5,0,0 1 2 3 4,100 101 102,200,1803,0.14968179965871156,0.8170035206825043,0.08821624090459783,0.001154969070137892,0.9985829332797713,2.6047070026397705
old_default,20,4.0,5,1,1000 1001 1002 1003 1004,100 101 102,1,2400,0.0019158385266241863,0.9976495561774126,0.025383657484728765,0.0020917874012146257,0.997442018701679,2.6555099487304688
old_default,20,4.0,5,1,1000 1001 1002 1003 1004,100 101 102,10,2373,0.01340169746830511,0.9835797342091415,0.0717412423799455,0.0020917874012146257,0.997442018701679,2.6555099487304688
old_default,20,4.0,5,1,1000 1001 1002 1003 1004,100 101 102,50,2253,0.07986012169622447,0.9030803515619863,0.08505974097521816,0.0020917874012146257,0.997442018701679,2.6555099487304688
old_default,20,4.0,5,1,1000 1001 1002 1003 1004,100 101 102,100,2103,0.1874442095696653,0.7744225349911512,0.10080420259327194,0.0020917874012146257,0.997442018701679,2.6555099487304688
old_default,20,4.0,5,1,1000 1001 1002 1003 1004,100 101 102,200,1803,0.1783424675738497,0.7826966226928228,0.06266593831071977,0.0020917874012146257,0.997442018701679,2.6555099487304688
old_default,20,4.0,5,2,2000 2001 2002 2003 2004,100 101 102,1,2400,0.001417711577038684,0.9982596934622049,0.02348399831646968,0.0014140437928597445,0.9982668592704875,2.642014980316162
old_default,20,4.0,5,2,2000 2001 2002 2003 2004,100 101 102,10,2373,0.011339150373249701,0.9860993071851951,0.09113559555901138,0.0014140437928597445,0.9982668592704875,2.642014980316162
old_default,20,4.0,5,2,2000 2001 2002 2003 2004,100 101 102,50,2253,0.0767178367237653,0.9068153716695238,0.15959843421833703,0.0014140437928597445,0.9982668592704875,2.642014980316162
old_default,20,4.0,5,2,2000 2001 2002 2003 2004,100 101 102,100,2103,0.1834655814351386,0.7786209902232663,0.1279365793012907,0.0014140437928597445,0.9982668592704875,2.642014980316162
old_default,20,4.0,5,2,2000 2001 2002 2003 2004,100 101 102,200,1803,0.15120465211326764,0.8148836378305166,0.07725926632022746,0.0014140437928597445,0.9982668592704875,2.642014980316162
old_default,20,4.0,8,0,0 1 2 3 4 5 6 7,100 101 102,1,2400,0.0016333340490561476,0.9979952314356924,0.02511508411241708,0.0015817595424973214,0.9980562669165478,4.766891002655029
old_default,20,4.0,8,0,0 1 2 3 4 5 6 7,100 101 102,10,2373,0.010967599190140438,0.9865527896065783,0.07834693304867615,0.0015817595424973214,0.9980562669165478,4.766891002655029
old_default,20,4.0,8,0,0 1 2 3 4 5 6 7,100 101 102,50,2253,0.06408153570238118,0.9220518163110312,0.10084518457547753,0.0015817595424973214,0.9980562669165478,4.766891002655029
old_default,20,4.0,8,0,0 1 2 3 4 5 6 7,100 101 102,100,2103,0.15208659702884808,0.8161982176848752,0.1044634905565222,0.0015817595424973214,0.9980562669165478,4.766891002655029
old_default,20,4.0,8,0,0 1 2 3 4 5 6 7,100 101 102,200,1803,0.14641526267052218,0.8212638651606958,0.06865917409358496,0.0015817595424973214,0.9980562669165478,4.766891002655029
old_default,20,4.0,8,1,1000 1001 1002 1003 1004 1005 1006 1007,100 101 102,1,2400,0.0012691253260035092,0.9984381639728508,0.02236186446098778,0.0012650324257818075,0.9984468335068125,4.740315914154053
old_default,20,4.0,8,1,1000 1001 1002 1003 1004 1005 1006 1007,100 101 102,10,2373,0.010162883616091833,0.9875104389446181,0.073662217324132,0.0012650324257818075,0.9984468335068125,4.740315914154053
old_default,20,4.0,8,1,1000 1001 1002 1003 1004 1005 1006 1007,100 101 102,50,2253,0.06519390391603427,0.9206391164306857,0.09577689394203848,0.0012650324257818075,0.9984468335068125,4.740315914154053
old_default,20,4.0,8,1,1000 1001 1002 1003 1004 1005 1006 1007,100 101 102,100,2103,0.16874682396874405,0.7961738032653694,0.1243113712383885,0.0012650324257818075,0.9984468335068125,4.740315914154053
old_default,20,4.0,8,1,1000 1001 1002 1003 1004 1005 1006 1007,100 101 102,200,1803,0.1480713160633819,0.8187700908628285,0.0897172008183331,0.0012650324257818075,0.9984468335068125,4.740315914154053
old_default,20,4.0,8,2,2000 2001 2002 2003 2004 2005 2006 2007,100 101 102,1,2400,0.0014365326440001019,0.9982469986374185,0.021059140067608957,0.0014138480921063934,0.9982725825776758,4.742983818054199
old_default,20,4.0,8,2,2000 2001 2002 2003 2004 2005 2006 2007,100 101 102,10,2373,0.0113942499242072,0.9861095596032764,0.08517356191245282,0.0014138480921063934,0.9982725825776758,4.742983818054199
old_default,20,4.0,8,2,2000 2001 2002 2003 2004 2005 2006 2007,100 101 102,50,2253,0.06436508343729239,0.9221438272164034,0.10059244886246195,0.0014138480921063934,0.9982725825776758,4.742983818054199
old_default,20,4.0,8,2,2000 2001 2002 2003 2004 2005 2006 2007,100 101 102,100,2103,0.15197429213868227,0.8171937340875689,0.09942539157912185,0.0014138480921063934,0.9982725825776758,4.742983818054199
old_default,20,4.0,8,2,2000 2001 2002 2003 2004 2005 2006 2007,100 101 102,200,1803,0.1432845605142527,0.8258280353915377,0.05618028337283558,0.0014138480921063934,0.9982725825776758,4.742983818054199
robust_tuned,25,4.0,1,0,0,100 101 102,1,2400,0.0036829584623141137,0.9955752358944479,0.02268623261169509,0.0034643050808810297,0.9958412706500933,0.32401609420776367
robust_tuned,25,4.0,1,0,0,100 101 102,10,2373,0.024260801639953665,0.9708703178092994,0.0671836106097698,0.0034643050808810297,0.9958412706500933,0.32401609420776367
robust_tuned,25,4.0,1,0,0,100 101 102,50,2253,0.10210481838057316,0.878356922651287,0.08999290542262892,0.0034643050808810297,0.9958412706500933,0.32401609420776367
robust_tuned,25,4.0,1,0,0,100 101 102,100,2103,0.1974953279406316,0.7662879360693902,0.069685195100556,0.0034643050808810297,0.9958412706500933,0.32401609420776367
robust_tuned,25,4.0,1,0,0,100 101 102,200,1803,0.1974413641313427,0.7639576263748381,0.03536823949605522,0.0034643050808810297,0.9958412706500933,0.32401609420776367
robust_tuned,25,4.0,1,1,1000,100 101 102,1,2400,0.0035116224162555186,0.995785341376482,0.028242464231692705,0.0036068377375244806,0.9956774438646708,0.10619187355041504
robust_tuned,25,4.0,1,1,1000,100 101 102,10,2373,0.02535774308105449,0.9695850722418374,0.12354703157421576,0.0036068377375244806,0.9956774438646708,0.10619187355041504
robust_tuned,25,4.0,1,1,1000,100 101 102,50,2253,0.10602517390046413,0.8738048158849531,0.09487549428582359,0.0036068377375244806,0.9956774438646708,0.10619187355041504
