n_clusters,omega,noise_level,seed,horizon,n_eval_starts,relative_association_error,association_r2,simplex_violation,train_closure_error_noisy_train,train_association_r2_noisy_train,fit_seconds
10,0.5,0.01,0,100,301,0.03623130900491964,0.5626320995540237,3.8746783559417963e-14,0.00020823228392466777,0.9975798465109466,0.5933079719543457
10,0.5,0.01,0,200,201,0.03827956458706754,0.3879671665262423,2.90878432451791e-14,0.00020823228392466777,0.9975798465109466,0.5933079719543457
10,0.5,0.01,1,1,400,9.61706608993279e-05,0.998807262892456,6.661338147750939e-16,0.0003659125640029535,0.995697973745573,0.5695421695709229
10,0.5,0.01,1,10,391,0.003607626693485323,0.955498311574665,4.440892098500626e-15,0.0003659125640029535,0.995697973745573,0.5695421695709229
10,0.5,0.01,1,50,351,0.02713643733091198,0.6769458733521395,2.220446049250313e-14,0.0003659125640029535,0.995697973745573,0.5695421695709229
10,0.5,0.01,1,100,301,0.04752002031007327,0.42623463780196746,5.1514348342607263e-14,0.0003659125640029535,0.995697973745573,0.5695421695709229
10,0.5,0.01,1,200,201,0.06905088022620147,-0.07614034710055906,9.281464485866309e-14,0.0003659125640029535,0.995697973745573,0.5695421695709229
10,0.5,0.01,2,1,400,0.00019117348419355327,0.9973831285789939,4.440892098500626e-16,0.0002487305671623053,0.996712902350467,0.5686700344085693
10,0.5,0.01,2,10,391,0.0039468158402827715,0.9464505774806606,3.3306690738754696e-15,0.0002487305671623053,0.996712902350467,0.5686700344085693
10,0.5,0.01,2,50,351,0.02427430019627208,0.6802371504865045,1.1546319456101628e-14,0.0002487305671623053,0.996712902350467,0.5686700344085693
10,0.5,0.01,2,100,301,0.041492202643801566,0.43621886679793365,3.019806626980426e-14,0.0002487305671623053,0.996712902350467,0.5686700344085693
10,0.5,0.01,2,200,201,0.05449286483895671,0.045480478170396355,6.150635556423367e-14,0.0002487305671623053,0.996712902350467,0.5686700344085693
10,0.5,0.02,0,1,400,8.495176697851705e-05,0.9989363685755409,6.661338147750939e-16,0.00019783487292844904,0.9976577787457424,0.606374979019165
10,0.5,0.02,0,10,391,0.003243856386288684,0.9595875969535258,2.886579864025407e-15,0.00019783487292844904,0.9976577787457424,0.606374979019165
10,0.5,0.02,0,50,351,0.023349900646886218,0.7197661514236697,1.5210055437364645e-14,0.00019783487292844904,0.9976577787457424,0.606374979019165
10,0.5,0.02,0,100,301,0.0364037576174491,0.5571970051044294,3.3084646133829665e-14,0.00019783487292844904,0.9976577787457424,0.606374979019165
10,0.5,0.02,0,200,201,0.05568162232709317,0.0859654462964684,5.5289106626332796e-14,0.00019783487292844904,0.9976577787457424,0.606374979019165
10,0.5,0.02,1,1,400,0.00013033586122429355,0.9982578743280918,6.661338147750939e-16,0.00025113113337003385,0.99681944077603,0.5916121006011963
10,0.5,0.02,1,10,391,0.003484232990412517,0.9539095777454749,3.3306690738754696e-15,0.00025113113337003385,0.99681944077603,0.5916121006011963
10,0.5,0.02,1,50,351,0.02259914934291149,0.7133963973349748,1.2656542480726785e-14,0.00025113113337003385,0.99681944077603,0.5916121006011963
10,0.5,0.02,1,100,301,0.034968305256001773,0.5458708251156086,1.7985612998927536e-14,0.00025113113337003385,0.99681944077603,0.5916121006011963
10,0.5,0.02,1,200,201,0.03983390206990007,0.3067015035969103,4.629630012686903e-14,0.00025113113337003385,0.99681944077603,0.5916121006011963
10,0.5,0.02,2,1,400,0.00012539287719365004,0.9982421780580278,6.661338147750939e-16,0.0002092409611977494,0.9972054689210746,0.5738379955291748
