experiment,seed,n_steps,dt,mu,n_clusters,effective_regimes,omega,tau,beta,nlms_epochs,horizon,n_start_points,relative_association_error,association_r2,simplex_violation
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,10,391,0.039475658629217716,0.9553807211652185,0.1282945081656792
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,20,381,0.06272991447504177,0.92939406714816,0.1313274544749737
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,50,351,0.1305061330327367,0.8547359932244453,0.12856694609747782
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,100,301,0.19086966030649202,0.7843070516753423,0.12582456941628137
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,8.0,1e-06,0.1,20,200,201,0.20484245896622855,0.7552633924388613,0.0927816661260354
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,1,400,0.006559701832631077,0.9927372864986443,0.03397253095562371
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,2,399,0.021572266122806966,0.976124878591217,0.07639560524291843
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,5,396,0.06566485960742614,0.927412657606419,0.17735161214310358
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,10,391,0.08544483412801514,0.9057328436296594,0.17214130342966774
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,20,381,0.11930095382477385,0.8688170400448423,0.1710567975209289
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,50,351,0.1986487614820484,0.7833740758114132,0.15332112481870364
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,100,301,0.25370151917836303,0.7198036422793004,0.1476628563177763
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,200,201,0.28699649760420776,0.6688493214072524,0.08521840928516693
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,1,400,0.006428410782834278,0.9928846051857837,0.04231235899010264
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,2,399,0.02109597506908231,0.9766579547598724,0.07772412869178298
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,5,396,0.06576504419723292,0.9273107036306228,0.17309207181554367
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,10,391,0.08976687283151233,0.9009495131561917,0.17497133859304248
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,20,381,0.11848271563342078,0.8696456789186547,0.17784949019289317
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,50,351,0.2021969623664832,0.7793664206616808,0.14232070826859036
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,100,301,0.27410116675859414,0.697330134497468,0.14485949211785235
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,200,201,0.32501754467913074,0.6263123620017197,0.0806874533654207
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,1,400,0.006694775237672726,0.9925686109980731,0.051705563075925755
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,2,399,0.022186081862489083,0.9753817974167214,0.09613018794815581
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,5,396,0.07121684378729387,0.9210733360737972,0.1833719803759964
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,10,391,0.10027320697369525,0.8891005281777461,0.1935397952127302
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,20,381,0.1377476874252061,0.8481867315728402,0.18656448589942243
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,50,351,0.2270600817062984,0.7520180411214392,0.17491616608379357
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,100,301,0.2739304811660107,0.6970547839321741,0.15347089203489028
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,12.0,1e-06,0.1,20,200,201,0.31515130682885906,0.6350998861772159,0.08580162083662687
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,1,400,0.010255706394417068,0.9887788523375038,0.04354342120938714
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,2,399,0.03460746404651996,0.9621475097712578,0.09252943914855673
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,5,396,0.11259070532565284,0.8769901781806808,0.19548717822716594
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,10,391,0.14947676569143942,0.8369947322244333,0.20553013112739263
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,20,381,0.1932143666547703,0.7899091736325102,0.17670340966299747
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,50,351,0.2900644142585239,0.6869030788673207,0.13240685923435275
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,100,301,0.33902954840824784,0.6299297974935345,0.12285151529484488
09_vanderpol_kahkm_sensitivity,0,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,200,201,0.4061873134617849,0.5391248118538476,0.07438666806324506
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,1,400,0.010045171117924107,0.9890105888552246,0.044420270633946816
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,2,399,0.03395863992550866,0.9628619821299641,0.09165202575514009
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,5,396,0.11182372511220819,0.8778329390994695,0.1915918710032729
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,10,391,0.15195958410419558,0.834252081435479,0.20748357054723285
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,20,381,0.18814508904617389,0.7953037370176476,0.17971148099242737
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,50,351,0.28675260481621556,0.6902963663568376,0.14110106828373217
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,100,301,0.3525718387904737,0.6151481358582026,0.12432656399804896
09_vanderpol_kahkm_sensitivity,1,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,200,201,0.4339214482767885,0.5088842435028729,0.0482324497169078
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,1,400,0.010583340003229143,0.9883919868748026,0.04864815185367676
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,2,399,0.035694790453707034,0.9608613573739944,0.10035573681790533
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,5,396,0.11832987839895569,0.8703999607021367,0.19682482581076405
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,10,391,0.16687632806244074,0.8175878356587356,0.21610185187055264
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,20,381,0.2186917408602859,0.7616870812621276,0.17782300444168445
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,50,351,0.3321257022130385,0.64094594722922,0.15732425789009988
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,100,301,0.38000092964760035,0.584620358984263,0.10713339559783389
09_vanderpol_kahkm_sensitivity,2,1600,0.02,1.0,25,25,16.0,1e-06,0.1,20,200,201,0.4598516576685765,0.47646029169662785,0.08607500452432551
