task,n_clusters,omega,method,metric_space,horizon,relative_error,association_r2,simplex_violation
MountainCar-v0,30,8.0,kahkm_nlms,kahkm_association,1,0.010929456389879934,0.9812940969428049,0.022840457480041154
MountainCar-v0,30,8.0,kahkm_nlms,kahkm_association,10,0.39228702201343096,0.347358521000098,0.03047843864753157
MountainCar-v0,30,8.0,kahkm_nlms,kahkm_association,20,0.7444317798882732,-0.20066531850333558,0.025680072485031326
MountainCar-v0,30,8.0,kahkm_nlms,kahkm_association,5,0.15301254463631342,0.741394575801515,0.08415691974009465
MountainCar-v0,30,8.0,kahkm_nlms,kahkm_association,50,1.7089751449640498,-1.6785466645955749,0.431417712549933
MountainCar-v0,30,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.010790220875817252,0.9815324002888511,5.551115123125783e-16
MountainCar-v0,30,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.39321874143493213,0.34580843469303535,4.440892098500626e-16
MountainCar-v0,30,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.7492423924533137,-0.20842417005111247,5.551115123125783e-16
MountainCar-v0,30,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.1510035944203405,0.7447898884148052,6.661338147750939e-16
MountainCar-v0,30,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,1.8695242719850298,-1.9301818799777295,6.661338147750939e-16
MountainCar-v0,30,12.0,kahkm_nlms,kahkm_association,1,0.01485279895348927,0.9781789043771268,0.036725798928753134
MountainCar-v0,30,12.0,kahkm_nlms,kahkm_association,10,0.4467615077723064,0.3577889331369526,0.04145092291487802
MountainCar-v0,30,12.0,kahkm_nlms,kahkm_association,20,0.7803984467789667,-0.09404268370762381,0.04123223493626768
MountainCar-v0,30,12.0,kahkm_nlms,kahkm_association,5,0.20025106478705282,0.708632551901643,0.10397778300420095
MountainCar-v0,30,12.0,kahkm_nlms,kahkm_association,50,1.4886586737004022,-1.051165575415689,0.19805595931760084
MountainCar-v0,30,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.014623607584461417,0.9785156225132273,6.661338147750939e-16
MountainCar-v0,30,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.44682177741442064,0.357702296686658,5.551115123125783e-16
MountainCar-v0,30,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.7811099183499328,-0.09504009761854859,4.440892098500626e-16
MountainCar-v0,30,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.1968318890389524,0.7136074893052629,6.661338147750939e-16
MountainCar-v0,30,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,1.6330626342301389,-1.2501342429988482,6.661338147750939e-16
MountainCar-v0,50,2.0,kahkm_nlms,kahkm_association,1,0.00505727515871585,0.9702955399020389,1.1102230246251565e-15
MountainCar-v0,50,2.0,kahkm_nlms,kahkm_association,10,0.12006236586526114,0.32792841796045513,0.0021475015999841227
MountainCar-v0,50,2.0,kahkm_nlms,kahkm_association,20,0.2546182841048406,-0.3570874768282528,1.021405182655144e-14
MountainCar-v0,50,2.0,kahkm_nlms,kahkm_association,5,0.05119214631006709,0.7056960027148558,3.219646771412954e-15
MountainCar-v0,50,2.0,kahkm_nlms,kahkm_association,50,0.4626287405940167,-1.3396171605375145,1.9872992140790302e-14
MountainCar-v0,50,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.005057275158715851,0.9702955399020389,7.771561172376096e-16
MountainCar-v0,50,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.12000316021176559,0.3282598326958194,6.661338147750939e-16
MountainCar-v0,50,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.25461828410484055,-0.3570874768282526,6.661338147750939e-16
MountainCar-v0,50,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.05119214631006709,0.7056960027148558,6.661338147750939e-16
MountainCar-v0,50,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.4626287405940151,-1.3396171605375065,6.661338147750939e-16
MountainCar-v0,50,4.0,kahkm_nlms,kahkm_association,1,0.0072499046502553155,0.9804188097147193,0.0010129939035086663
MountainCar-v0,50,4.0,kahkm_nlms,kahkm_association,10,0.25774878212783703,0.3306901871262069,0.0264983921299825
MountainCar-v0,50,4.0,kahkm_nlms,kahkm_association,20,0.5810354028738697,-0.4502766362504549,0.0073503119242817605
MountainCar-v0,50,4.0,kahkm_nlms,kahkm_association,5,0.09274887331439112,0.7538568107317991,0.014322653679326822
MountainCar-v0,50,4.0,kahkm_nlms,kahkm_association,50,1.147418427372867,-1.7975663183639217,0.01737960295218724
MountainCar-v0,50,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.007246626332957211,0.9804276640870078,5.551115123125783e-16
MountainCar-v0,50,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.256029649147243,0.33515435011486405,5.551115123125783e-16
MountainCar-v0,50,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.5821401239437273,-0.4530340433710258,6.661338147750939e-16
MountainCar-v0,50,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.09201087693737958,0.7558153550829553,7.771561172376096e-16
MountainCar-v0,50,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,1.1365477730361098,-1.7710621454261402,5.551115123125783e-16
MountainCar-v0,50,8.0,kahkm_nlms,kahkm_association,1,0.01460501896755932,0.9753437279973444,0.020586388887703602
MountainCar-v0,50,8.0,kahkm_nlms,kahkm_association,10,0.41791442101167303,0.3134322829283268,0.018404495843148426
MountainCar-v0,50,8.0,kahkm_nlms,kahkm_association,20,0.7766874789508398,-0.24018967399544588,0.021499659600603644
MountainCar-v0,50,8.0,kahkm_nlms,kahkm_association,5,0.17077828564151373,0.715178469737237,0.05201453587792403
MountainCar-v0,50,8.0,kahkm_nlms,kahkm_association,50,2.196073904102635,-2.4863946445620444,0.21185200954564198
MountainCar-v0,50,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.014368737551577035,0.975742619561578,6.661338147750939e-16
MountainCar-v0,50,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.417772131147442,0.31366604281392985,8.881784197001252e-16
MountainCar-v0,50,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.7786580636186139,-0.24333624043682645,8.881784197001252e-16
MountainCar-v0,50,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.16851905683618898,0.7189463785385763,6.661338147750939e-16
MountainCar-v0,50,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,2.4371052195000087,-2.869045832030403,7.771561172376096e-16
MountainCar-v0,50,12.0,kahkm_nlms,kahkm_association,1,0.02059115536860153,0.9702440211977724,0.06692521712349483
MountainCar-v0,50,12.0,kahkm_nlms,kahkm_association,10,0.47662558334333344,0.325549528204954,0.03508897596196883
MountainCar-v0,50,12.0,kahkm_nlms,kahkm_association,20,0.775098158261555,-0.07148218790759375,0.023406807847621187
MountainCar-v0,50,12.0,kahkm_nlms,kahkm_association,5,0.22733222840488587,0.6745433863904942,0.09507090338825347
MountainCar-v0,50,12.0,kahkm_nlms,kahkm_association,50,1.51929714619004,-1.0916840604245301,0.2396477629771866
MountainCar-v0,50,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.020118902012579744,0.970926467646236,8.881784197001252e-16
MountainCar-v0,50,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.47944546481909933,0.3215592464026311,6.661338147750939e-16
MountainCar-v0,50,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.7780237247330376,-0.07552644001982167,6.661338147750939e-16
MountainCar-v0,50,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.22433307261762675,0.6788370806592638,6.661338147750939e-16
MountainCar-v0,50,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,1.9320997250570964,-1.660007759632188,6.661338147750939e-16
MountainCar-v0,80,2.0,kahkm_nlms,kahkm_association,1,0.006155724937856931,0.9626963145290538,1.9984014443252818e-15
MountainCar-v0,80,2.0,kahkm_nlms,kahkm_association,10,0.12612856685498355,0.26734481688504796,0.001171487128695858
MountainCar-v0,80,2.0,kahkm_nlms,kahkm_association,20,0.24722366289453154,-0.38154361840571527,5.329070518200751e-15
MountainCar-v0,80,2.0,kahkm_nlms,kahkm_association,5,0.05463451529785701,0.6751318807063396,1.2768008911878592e-05
MountainCar-v0,80,2.0,kahkm_nlms,kahkm_association,50,0.43670904637736396,-1.4435217795603128,0.0019102434512505808
MountainCar-v0,80,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.0061557249378569314,0.9626963145290538,8.881784197001252e-16
MountainCar-v0,80,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.12612472246410308,0.26736714816950424,8.881784197001252e-16
MountainCar-v0,80,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.24722366289453154,-0.38154361840571527,8.881784197001252e-16
MountainCar-v0,80,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.0546345115071467,0.6751319032466865,8.881784197001252e-16
MountainCar-v0,80,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.4365191035152078,-1.4424589906751253,6.661338147750939e-16
MountainCar-v0,80,4.0,kahkm_nlms,kahkm_association,1,0.009830684831017726,0.9737567381144129,0.00035724755218233804
MountainCar-v0,80,4.0,kahkm_nlms,kahkm_association,10,0.26463203148103587,0.3181930591763249,0.011437281182184789
MountainCar-v0,80,4.0,kahkm_nlms,kahkm_association,20,0.5781697042035006,-0.4409923124477968,0.0026427575440475955
MountainCar-v0,80,4.0,kahkm_nlms,kahkm_association,5,0.1049097826360042,0.7243673414032548,0.005122780658550397
MountainCar-v0,80,4.0,kahkm_nlms,kahkm_association,50,1.0442844481777749,-1.6248100355743667,0.002185352093731187
MountainCar-v0,80,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.009830344644835138,0.9737576462500344,8.881784197001252e-16
MountainCar-v0,80,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.2640269533486124,0.319752002997744,8.881784197001252e-16
MountainCar-v0,80,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.5780719478444348,-0.44074867089950653,6.661338147750939e-16
MountainCar-v0,80,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.1047274952811551,0.7248462705077021,8.881784197001252e-16
MountainCar-v0,80,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,1.042643383256119,-1.620685217204326,6.661338147750939e-16
MountainCar-v0,80,8.0,kahkm_nlms,kahkm_association,1,0.01996374774903915,0.9672379820250641,0.01629324775059309
MountainCar-v0,80,8.0,kahkm_nlms,kahkm_association,10,0.4430291996624715,0.2909229321163245,0.03743717388619087
MountainCar-v0,80,8.0,kahkm_nlms,kahkm_association,20,0.8255316428752477,-0.28798251859789437,0.015458140347078007
MountainCar-v0,80,8.0,kahkm_nlms,kahkm_association,5,0.1899961996857813,0.6916804152730418,0.04678058269128156
MountainCar-v0,80,8.0,kahkm_nlms,kahkm_association,50,2.441306292347764,-2.813891820212501,0.1392874995066041
MountainCar-v0,80,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.019720971274692852,0.9676363965570652,8.881784197001252e-16
MountainCar-v0,80,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.44373444701640075,0.2897941696640125,8.881784197001252e-16
MountainCar-v0,80,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.8271980393038214,-0.29058240618255615,8.881784197001252e-16
MountainCar-v0,80,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.18809481346798151,0.6947659222992197,8.881784197001252e-16
MountainCar-v0,80,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,2.6101180075388837,-3.0776152299876385,8.881784197001252e-16
MountainCar-v0,80,12.0,kahkm_nlms,kahkm_association,1,0.029644304941996033,0.958477324582071,0.04833548580295115
MountainCar-v0,80,12.0,kahkm_nlms,kahkm_association,10,0.5332441857516439,0.26695831716691487,0.036377571467389326
MountainCar-v0,80,12.0,kahkm_nlms,kahkm_association,20,0.8397372718972567,-0.13078845533956618,0.014929156209727333
MountainCar-v0,80,12.0,kahkm_nlms,kahkm_association,5,0.2661793378547626,0.63027361929,0.05409168518193297
MountainCar-v0,80,12.0,kahkm_nlms,kahkm_association,50,1.9448443654772236,-1.6113521959014907,0.2680714190882957
MountainCar-v0,80,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.02924702965823991,0.9590337866981924,1.1102230246251565e-15
MountainCar-v0,80,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.5372424459655,0.26146197707754604,1.1102230246251565e-15
MountainCar-v0,80,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.8422988767055722,-0.13423790702085348,8.881784197001252e-16
MountainCar-v0,80,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.2650033021435823,0.6319071473864508,1.1102230246251565e-15
MountainCar-v0,80,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,2.6900404454646587,-2.611930676316232,8.881784197001252e-16
MountainCar-v0,100,2.0,kahkm_nlms,kahkm_association,1,0.007240758169599909,0.9581122348673067,1.9984014443252818e-15
MountainCar-v0,100,2.0,kahkm_nlms,kahkm_association,10,0.13871539221083024,0.2274299862081437,3.6637359812630166e-15
MountainCar-v0,100,2.0,kahkm_nlms,kahkm_association,20,0.2634357972437241,-0.4195773572151693,6.8833827526759706e-15
MountainCar-v0,100,2.0,kahkm_nlms,kahkm_association,5,0.06019961093363083,0.6576581383889533,2.4424906541753444e-15
MountainCar-v0,100,2.0,kahkm_nlms,kahkm_association,50,0.3942104724045233,-1.1867522880660912,0.0008950096972774956
MountainCar-v0,100,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.007240758169599909,0.9581122348673067,8.881784197001252e-16
MountainCar-v0,100,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.13871539221083024,0.2274299862081437,1.1102230246251565e-15
MountainCar-v0,100,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.2634357972437241,-0.4195773572151693,8.881784197001252e-16
MountainCar-v0,100,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.06019961093363083,0.6576581383889533,8.881784197001252e-16
MountainCar-v0,100,2.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,0.39419269731406126,-1.1866536866273694,8.881784197001252e-16
MountainCar-v0,100,4.0,kahkm_nlms,kahkm_association,1,0.011682470102467476,0.9699370260751149,2.220446049250313e-15
MountainCar-v0,100,4.0,kahkm_nlms,kahkm_association,10,0.2876337913735592,0.28338160599852713,0.007410992918850733
MountainCar-v0,100,4.0,kahkm_nlms,kahkm_association,20,0.5894878465062009,-0.4265796490948919,0.0025141577101827884
MountainCar-v0,100,4.0,kahkm_nlms,kahkm_association,5,0.11783368781566612,0.7011710360478721,0.0023612802948267926
MountainCar-v0,100,4.0,kahkm_nlms,kahkm_association,50,1.064897367660528,-1.649224554048431,0.005811498573872517
MountainCar-v0,100,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.011682470102467474,0.9699370260751149,8.881784197001252e-16
MountainCar-v0,100,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.2873088871089889,0.28419108102984647,1.1102230246251565e-15
MountainCar-v0,100,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.5887895492450967,-0.42488974714421723,1.1102230246251565e-15
MountainCar-v0,100,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.11780780892144593,0.7012366655235458,9.992007221626409e-16
MountainCar-v0,100,4.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,1.0589835943660735,-1.6345124194385359,1.1102230246251565e-15
MountainCar-v0,100,8.0,kahkm_nlms,kahkm_association,1,0.022221793383716472,0.9642695044819036,0.012820034062626393
MountainCar-v0,100,8.0,kahkm_nlms,kahkm_association,10,0.46300267651245897,0.27294535933321273,0.036009539289033346
MountainCar-v0,100,8.0,kahkm_nlms,kahkm_association,20,0.8548951326673829,-0.3106223142111506,0.012328493413038514
MountainCar-v0,100,8.0,kahkm_nlms,kahkm_association,5,0.20226865412450137,0.6782058966587127,0.0471628275894562
MountainCar-v0,100,8.0,kahkm_nlms,kahkm_association,50,2.656641523688321,-3.0949758647495633,0.12102760409354998
MountainCar-v0,100,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.022004318354447598,0.9646191833050486,1.2212453270876722e-15
MountainCar-v0,100,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.46281720004788757,0.2732366136415396,8.881784197001252e-16
MountainCar-v0,100,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.8555585555726983,-0.3116393943537785,8.881784197001252e-16
MountainCar-v0,100,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.20061109805249594,0.680842942780553,9.992007221626409e-16
MountainCar-v0,100,8.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,2.801310626836807,-3.3179703788703616,8.881784197001252e-16
MountainCar-v0,100,12.0,kahkm_nlms,kahkm_association,1,0.03357067315297513,0.9538401881526827,0.04413282901174632
MountainCar-v0,100,12.0,kahkm_nlms,kahkm_association,10,0.5606841004432862,0.24255106154464212,0.036547321536347654
MountainCar-v0,100,12.0,kahkm_nlms,kahkm_association,20,0.8780358830042492,-0.16327595756651703,0.01417252213087444
MountainCar-v0,100,12.0,kahkm_nlms,kahkm_association,5,0.28620000110297344,0.6095627648921425,0.05193768849030082
MountainCar-v0,100,12.0,kahkm_nlms,kahkm_association,50,2.2253200028499016,-1.9390148910731488,0.2574469015149036
MountainCar-v0,100,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,1,0.03315072047118712,0.9544176247947118,1.3322676295501878e-15
MountainCar-v0,100,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,10,0.5651495306757577,0.23651854628933544,9.992007221626409e-16
MountainCar-v0,100,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,20,0.880578487746525,-0.16664455675880063,9.992007221626409e-16
MountainCar-v0,100,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,5,0.28478798722204807,0.6114890499846573,1.1102230246251565e-15
MountainCar-v0,100,12.0,kahkm_nlms_simplex_project_each_step,kahkm_association,50,3.0095567657087288,-2.9747686349020355,9.992007221626409e-16
