config_name,n_clusters,omega,n_train_trajectories,replicate,train_seeds,test_seeds,horizon,n_eval_starts,relative_association_error,association_r2,simplex_violation,train_closure_error,train_association_r2,fit_seconds
robust_tuned,10,0.25,1,2,2000,100 101 102,1,2400,8.988889426204896e-05,0.9958859230592966,6.661338147750939e-16,8.271322639975901e-05,0.9961745209218059,0.45920681953430176
robust_tuned,10,0.25,1,2,2000,100 101 102,10,2373,0.0020091252742128174,0.9079014844550843,3.774758283725532e-15,8.271322639975901e-05,0.9961745209218059,0.45920681953430176
robust_tuned,10,0.25,1,2,2000,100 101 102,50,2253,0.013553444344045502,0.38389251421664117,1.5765166949677223e-14,8.271322639975901e-05,0.9961745209218059,0.45920681953430176
robust_tuned,10,0.25,1,2,2000,100 101 102,100,2103,0.02031308594482972,0.10123919643158186,2.5979218776228663e-14,8.271322639975901e-05,0.9961745209218059,0.45920681953430176
robust_tuned,10,0.25,1,2,2000,100 101 102,200,1803,0.026875640510762,-0.20700782648601224,6.195044477408373e-14,8.271322639975901e-05,0.9961745209218059,0.45920681953430176
robust_tuned,10,0.25,2,0,0 1,100 101 102,1,2400,0.00015814074120582317,0.9920065163163533,8.881784197001252e-16,0.00016836719797741378,0.9915983279753064,0.9223759174346924
robust_tuned,10,0.25,2,0,0 1,100 101 102,10,2373,0.002543491768463355,0.8719191485405926,5.551115123125783e-15,0.00016836719797741378,0.9915983279753064,0.9223759174346924
robust_tuned,10,0.25,2,0,0 1,100 101 102,50,2253,0.011334931936698033,0.4410660172262154,2.4646951146678475e-14,0.00016836719797741378,0.9915983279753064,0.9223759174346924
robust_tuned,10,0.25,2,0,0 1,100 101 102,100,2103,0.017726912263693596,0.14791153343442442,4.04121180963557e-14,0.00016836719797741378,0.9915983279753064,0.9223759174346924
robust_tuned,10,0.25,2,0,0 1,100 101 102,200,1803,0.016251887063977868,0.18184172854303038,6.794564910705958e-14,0.00016836719797741378,0.9915983279753064,0.9223759174346924
robust_tuned,10,0.25,2,1,1000 1001,100 101 102,1,2400,0.00024250432057410166,0.9881477750436758,6.661338147750939e-16,0.0002478692786522917,0.988030050390013,0.9620211124420166
robust_tuned,10,0.25,2,1,1000 1001,100 101 102,10,2373,0.003110545636465245,0.8485438842906692,3.1086244689504383e-15,0.0002478692786522917,0.988030050390013,0.9620211124420166
robust_tuned,10,0.25,2,1,1000 1001,100 101 102,50,2253,0.011999923204657465,0.4299406359723388,1.199040866595169e-14,0.0002478692786522917,0.988030050390013,0.9620211124420166
robust_tuned,10,0.25,2,1,1000 1001,100 101 102,100,2103,0.01685104499978146,0.22113774613849302,2.020605904817785e-14,0.0002478692786522917,0.988030050390013,0.9620211124420166
robust_tuned,10,0.25,2,1,1000 1001,100 101 102,200,1803,0.01748644692108849,0.15262630327975368,3.574918139293004e-14,0.0002478692786522917,0.988030050390013,0.9620211124420166
robust_tuned,10,0.25,2,2,2000 2001,100 101 102,1,2400,0.00011285538864977789,0.9944053466993144,6.661338147750939e-16,0.00010592270446126353,0.9948431035710448,0.92864990234375
robust_tuned,10,0.25,2,2,2000 2001,100 101 102,10,2373,0.0019414511760177356,0.904079853996288,2.886579864025407e-15,0.00010592270446126353,0.9948431035710448,0.92864990234375
