n_clusters,omega,horizon,n_runs,relative_association_error_mean,relative_association_error_std,relative_association_error_min,relative_association_error_max,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_max
10,12.0,50,3,0.4789183508855648,0.017730309273257704,0.45862969156417244,0.4914378845650199,0.44047340154996156,0.021181861620817765,0.048055796206240196,0.05127246656291964
15,0.5,100,3,0.03158412161279504,0.000753196703120348,0.030758507993427338,0.03223373401199756,0.396983631151054,0.017226117845659684,3.415786172430065e-14,3.774758283725532e-14
10,0.5,100,3,0.0390638677585859,0.0035447536410171125,0.03696526263320246,0.04315655179117091,0.4926789560425015,0.04565128021042849,3.3898809685221444e-14,4.6629367034256575e-14
20,0.5,100,3,0.05125878610400422,0.001151947042300905,0.04996388192902298,0.052169675796019915,-0.08101631701277896,0.04406931593802826,3.7155463890788574e-14,3.9968028886505635e-14
10,1.0,100,3,0.0562488264393959,0.007237458090588256,0.05102079444503897,0.06450921832846349,0.7829007644468028,0.027446249207863822,0.0005389002449012788,0.0010673238627033708
15,1.0,100,3,0.06385421312853913,0.003801698708705033,0.05966117891284832,0.06707623506591842,0.7018570327734839,0.019036731680908293,3.35657427778339e-14,3.530509218307998e-14
25,0.5,100,3,0.06565647882159771,0.00023362702472876198,0.06540574636648643,0.0658680512765909,-0.4521600692357319,0.06844947471956682,2.938390271841248e-14,3.064215547965432e-14
30,0.5,100,3,0.07432927510164387,0.0006994960418397806,0.07371838537679808,0.07509232789735452,-0.7114529249176261,0.05524862997262789,3.067916291380849e-14,3.26405569239796e-14
20,1.0,100,3,0.07935802535993837,0.0030878638623491684,0.07689148718424905,0.08282110280351729,0.6149596477259208,0.0106176332883249,0.0011659367031060588,0.0034978101092476774
40,0.5,100,3,0.0795029678507154,0.0023145981755309003,0.07696132271070208,0.08148960792599556,-0.8412267015290386,0.13131175307490764,3.848773152033876e-14,5.562217353372034e-14
50,0.5,100,3,0.08482043365808213,0.004125928102786471,0.08085115567101514,0.08908693743845165,-0.7803024230405396,0.0968323104564624,3.8450724086184586e-14,4.574118861455645e-14
25,1.0,100,3,0.0931000665592679,0.0018712064027832283,0.09161250931736564,0.09520097210533145,0.5398150926210104,0.01518670743068537,4.2484534408989326e-14,5.262457136723242e-14
10,2.0,100,3,0.11834820199371275,0.003615285639084566,0.11614394781263887,0.12252054697245972,0.7935186020154434,0.006104945433353822,0.06316083781197375,0.06942243330380911
