n_clusters,omega,horizon,n_runs,relative_association_error_mean,relative_association_error_std,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_max,train_closure_error_mean,fit_seconds_mean
8,8.0,10,3,4.054515930985543e-06,8.348005416871283e-07,0.9697827487798264,0.01264420314305163,1.3165829070651948e-05,3.949748720940233e-05,0.00028658630219863235,0.573973814646403
8,8.0,50,3,3.1994890671456665e-05,1.5521703124745435e-05,0.7066964282012724,0.20293123042548333,9.277506803478514e-05,0.0002783252040891454,0.00028658630219863235,0.573973814646403
8,8.0,100,3,3.5299820062031616e-05,1.2153506457317235e-05,0.5849498372086128,0.22436073364779643,5.069934045658925e-05,0.00015209802134123502,0.00028658630219863235,0.573973814646403
8,8.0,200,3,4.54434229739015e-05,2.404515453098955e-05,0.13294490019607716,0.5775096821110144,4.943844998886709e-06,1.4831534942037154e-05,0.00028658630219863235,0.573973814646403
8,10.0,1,3,7.462380999444485e-08,2.0597477789410883e-08,0.9996176686827918,0.00010955611703249445,3.309450821773434e-07,9.928352456438517e-07,0.0004626846760272971,0.5619513988494873
8,10.0,10,3,6.2017121576475374e-06,1.6881481223235226e-06,0.9660229575084028,0.011438157493893484,5.405803373201131e-05,0.00015244838500675165,0.0004626846760272971,0.5619513988494873
8,10.0,50,3,4.748176977710015e-05,1.523720441529693e-05,0.6835822264950361,0.15363464228341198,0.0002025645988608979,0.0005699268889785326,0.0004626846760272971,0.5619513988494873
8,10.0,100,3,4.932108932183875e-05,1.1796023794159246e-05,0.5718521325274742,0.17338461756799195,0.00013821249536642583,0.00041297910872176234,0.0004626846760272971,0.5619513988494873
8,10.0,200,3,6.547450806731214e-05,3.562591349794904e-05,0.06255096200002108,0.6119518219050422,0.0001213776886034577,0.00036413306576329964,0.0004626846760272971,0.5619513988494873
8,12.0,1,3,1.0775624355419896e-07,4.8177821762297375e-08,0.9995502325540174,0.0001676010490887393,1.0847611471005021e-07,3.254283432419722e-07,0.0006630691797591129,0.6038633187611898
8,12.0,10,3,8.785362281538043e-06,3.5335442641925236e-06,0.9610940247288551,0.013397301885471318,6.336171956172374e-05,0.0001529272295788623,0.0006630691797591129,0.6038633187611898
8,12.0,50,3,6.699547129909774e-05,1.7260567152775018e-05,0.6383453464149952,0.11913742758350057,0.00019791984713321678,0.0005221634754277672,0.0006630691797591129,0.6038633187611898
8,12.0,100,3,6.921856724703664e-05,1.110830313301698e-05,0.5094386589894319,0.13477572235799756,0.0001368445499261376,0.0003673514864775391,0.0006630691797591129,0.6038633187611898
8,12.0,200,3,9.21917014623011e-05,4.7376510181294524e-05,-0.08383794801564888,0.6393209984088376,0.00012897857697078774,0.00035721541471940365,0.0006630691797591129,0.6038633187611898
8,16.0,1,3,1.788025628364318e-07,1.236187512071454e-07,0.9994028950708522,0.00034685329943791397,5.65644692326569e-06,1.1163012483569559e-05,0.0010679340350550272,0.5617121060689291
8,16.0,10,3,1.4064132786329932e-05,8.78929682204178e-06,0.9506668651238179,0.024415151965894874,4.732671582483551e-05,7.782917657937489e-05,0.0010679340350550272,0.5617121060689291
8,16.0,50,3,0.00010871606820205466,3.8983344756886846e-05,0.5255350054929278,0.1188134586800127,0.00011413740886863153,0.00028677863137513643,0.0010679340350550272,0.5617121060689291
8,16.0,100,3,0.00011651604245813582,2.2100799568832525e-05,0.32687314493272596,0.04670444186662397,8.484435786704481e-05,0.00020258683604148855,0.0010679340350550272,0.5617121060689291
8,16.0,200,3,0.0001417293894950155,5.528357739750951e-05,-0.36026920445431043,0.5399935194888478,7.531352876946955e-05,0.0001905400165346072,0.0010679340350550272,0.5617121060689291
8,20.0,1,3,2.4251902578878566e-07,1.980747953959902e-07,0.9992431180320338,0.0005086202617475557,4.442545145773516e-06,1.0474740800740943e-05,0.0014293719863095,0.5650818347930908
8,20.0,10,3,1.8859923939704994e-05,1.4173577188302237e-05,0.9382278844713918,0.03607006851431873,3.314440126286054e-05,6.484449293262331e-05,0.0014293719863095,0.5650818347930908
8,20.0,50,3,0.00015145389499123272,7.279349841547212e-05,0.3606324331550878,0.21078128777910798,5.947706836667237e-05,0.000135184972300763,0.0014293719863095,0.5650818347930908
8,20.0,100,3,0.00016723459705753332,5.5392217363858386e-05,0.055560656065782275,0.20447697515087213,4.022271612675492e-05,0.00010025341655532404,0.0014293719863095,0.5650818347930908
8,20.0,200,3,0.0001734325741227686,5.268850084472139e-05,-0.6155887215241475,0.3067769172228987,3.267201709710405e-05,8.504870855396274e-05,0.0014293719863095,0.5650818347930908
10,2.0,1,3,9.417427603848754e-09,3.007958236780279e-09,0.999386242919085,0.00012602672850103673,4.440892098500626e-16,4.440892098500626e-16,8.519909709860332e-05,0.5594040552775065
10,2.0,10,3,8.524184507651042e-07,2.529331271480788e-07,0.9408266983180761,0.010919905056676251,1.4802973661668755e-15,2.220446049250313e-15,8.519909709860332e-05,0.5594040552775065
10,2.0,50,3,1.0162209322567245e-05,1.6389738619433101e-06,0.15916201350907588,0.18617091195993746,5.5141076889716106e-15,8.548717289613705e-15,8.519909709860332e-05,0.5594040552775065
