rollout_mode,horizon,n_runs,relative_association_error_mean,relative_association_error_std,relative_association_error_min,relative_association_error_max,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_max
raw_free,100,3,0.0009151574489935649,0.0004838736303525817,0.00040146560433563356,0.0013623299503900262,-0.5630756378731622,0.9754834838223719,0.0031088143054412033,0.0044007481076717946
raw_free,200,3,0.0009135082204283588,0.0006349523536223594,0.000443562569293529,0.0016358492898372959,-4.91838108646853,5.056392034353422,0.0019009084927641676,0.0039770488855778935
raw_simplex_project_each_step,1,3,2.0830868596581236e-05,2.2451543163572e-05,6.788449094123517e-07,4.5031105955555e-05,0.9860845471068825,0.013370378728730717,4.440892098500626e-16,4.440892098500626e-16
raw_simplex_project_each_step,2,3,4.028317258495025e-05,4.37528568564252e-05,1.939427948696306e-06,8.794417297943547e-05,0.9730602999001633,0.02581776002670543,5.181040781584064e-16,6.661338147750939e-16
raw_simplex_project_each_step,5,3,0.00011096083041608122,0.0001178716531836105,8.948402625356045e-06,0.00023999796803030618,0.9250570448059688,0.06855849431487725,4.440892098500626e-16,4.440892098500626e-16
raw_simplex_project_each_step,10,3,0.00024037980871185875,0.0002405858619557357,2.9705901802518377e-05,0.0005025413000541002,0.833933831193609,0.13768431747535317,4.440892098500626e-16,4.440892098500626e-16
raw_simplex_project_each_step,20,3,0.0005087566212933761,0.00046232798197778685,9.213730689614793e-05,0.001006148313687954,0.6278607922617592,0.2606758902718437,4.440892098500626e-16,4.440892098500626e-16
raw_simplex_project_each_step,50,3,0.0010017761392427272,0.0007231601271005287,0.00030340743000280176,0.0017474090137161171,-0.08241892544971215,0.6322677422004569,4.810966440042345e-16,5.551115123125783e-16
raw_simplex_project_each_step,100,3,0.0010834321558317946,0.000675943323877086,0.00041075656282551885,0.001762596493058145,-0.8695554288412023,1.3905998543222993,4.810966440042345e-16,5.551115123125783e-16
raw_simplex_project_each_step,200,3,0.0010733588068538487,0.0007479806069612529,0.00048335121865228717,0.0019146164547520711,-5.911236702808398,5.928946659686065,5.181040781584064e-16,6.661338147750939e-16
row_stochastic_free,1,3,4.4008407215196224e-05,3.2987507987937774e-05,1.3469278294496898e-05,7.899336887742692e-05,0.9682477996881378,0.016497472363310246,5.181040781584064e-16,5.551115123125783e-16
row_stochastic_free,2,3,0.00013172191401401856,8.517349851678625e-05,5.252308048947857e-05,0.0002218206716220178,0.9026019752427366,0.037976049015799575,5.551115123125783e-16,6.661338147750939e-16
row_stochastic_free,5,3,0.0006591048125202714,0.0003648777939074701,0.0003145849887908903,0.001041401323052645,0.5007364179675613,0.1391512507727174,5.181040781584064e-16,6.661338147750939e-16
row_stochastic_free,10,3,0.0022890209191831347,0.0011561671029227166,0.001184963136069126,0.003491061101826489,-0.7713257242839973,0.3879857134788117,7.031412489292658e-16,1.1102230246251565e-15
row_stochastic_free,20,3,0.007710459501729455,0.0036261683379644498,0.004227474958485103,0.011464589549727837,-5.278763560561384,1.0210748911268999,9.62193288008469e-16,1.5543122344752192e-15
row_stochastic_free,50,3,0.03292372467224589,0.014374867807014639,0.01904947308564435,0.047751711106370914,-36.33748153981687,9.10421345532567,1.7763568394002505e-15,3.3306690738754696e-15
row_stochastic_free,100,3,0.07924012979161232,0.03412167237679664,0.046015647238402006,0.11419327740059414,-136.45761834883572,74.56668977311499,3.1826393372587822e-15,6.8833827526759706e-15
row_stochastic_free,200,3,0.159259559654261,0.07600466516316363,0.08668898949644702,0.23828643322484633,-994.4823513496862,620.9873442601217,5.1810407815840636e-15,1.2434497875801753e-14
