abstraction,horizon,n_starts,relative_association_error,association_r2,simplex_violation,seed
kmeans_distance_nlms,50,251,1.1355767533923136,-3.1980061926190055,1.6935480675824074e-05,1
kmeans_distance_nlms,100,201,1.0584340507613879,-2.83651306078732,2.0690856422890216e-05,1
kmeans_distance_nlms,200,101,1.5092115056297122,-22.193526566346026,2.0903588349278405e-05,1
kmeans_rbf_nlms,1,300,9.116380238067e-05,0.9945622538115255,0.00038829246098870065,1
kmeans_rbf_nlms,2,299,0.00034723668901776993,0.9792151713171809,0.0010250201590269363,1
kmeans_rbf_nlms,5,296,0.001999379710860708,0.8786457576825135,0.0034662418018268784,1
kmeans_rbf_nlms,10,291,0.007078247624368942,0.5540988562765802,0.007093082160031837,1
kmeans_rbf_nlms,20,281,0.021727500567787838,-0.5435124066096426,0.012981642078735393,1
kmeans_rbf_nlms,50,251,0.053717863632771305,-3.9705557061728385,0.019733125841402133,1
kmeans_rbf_nlms,100,201,0.03845041325914874,-3.716487620175508,0.01731337065793246,1
kmeans_rbf_nlms,200,101,0.04400622020980333,-29.049540124916838,0.012133852278540577,1
kahkm_folding_nlms,1,300,1.577071103473386e-05,0.9846460019592209,4.440892098500626e-16,2
kahkm_folding_nlms,2,299,3.2902648400923906e-05,0.9679179899222119,5.551115123125783e-16,2
kahkm_folding_nlms,5,296,8.883677303181808e-05,0.9129208945371937,5.551115123125783e-16,2
kahkm_folding_nlms,10,291,0.00019691238022816415,0.8049261499322049,9.992007221626409e-16,2
kahkm_folding_nlms,20,281,0.0004445273931081052,0.5457289202468211,1.7763568394002505e-15,2
kahkm_folding_nlms,50,251,0.0009218872973877906,-0.1406620793172879,3.885780586188048e-15,2
kahkm_folding_nlms,100,201,0.000894792996924013,-1.4268540092573034,6.772360450213455e-15,2
kahkm_folding_nlms,200,101,0.000907067679411708,-6.99940805378732,1.2212453270876722e-14,2
kmeans_hard_nlms,1,300,0.014781544687027188,0.9450091343488571,1.1102230246251565e-16,2
kmeans_hard_nlms,2,299,0.0318365217059648,0.8818801096848041,2.220446049250313e-16,2
kmeans_hard_nlms,5,296,0.08876228335186627,0.6733452529335889,5.551115123125783e-16,2
kmeans_hard_nlms,10,291,0.17789121653051188,0.35425213875941897,8.881784197001252e-16,2
kmeans_hard_nlms,20,281,0.24031165152680956,0.03581055303819081,1.9984014443252818e-15,2
kmeans_hard_nlms,50,251,0.0875949558094626,-0.04518367631665776,4.884981308350689e-15,2
kmeans_hard_nlms,100,201,5.07282966382594e-07,nan,9.880984919163893e-15,2
kmeans_hard_nlms,200,101,4.7282753420744497e-07,nan,1.9761969838327786e-14,2
kmeans_distance_nlms,1,300,0.0011372870640704623,0.9941848806279299,0.0008428230698441876,2
kmeans_distance_nlms,2,299,0.004208933678065324,0.9785385256415773,0.0016198821563150202,2
kmeans_distance_nlms,5,296,0.022003565686507433,0.8887500841632371,0.0035187050987450924,2
kmeans_distance_nlms,10,291,0.06531041636803424,0.6731748117731684,0.005530804845672027,2
kmeans_distance_nlms,20,281,0.13338046722009125,0.30114303331447234,0.006831712780865145,2
kmeans_distance_nlms,50,251,0.07268811759833994,-0.05227997823064978,0.004155853988221814,2
kmeans_distance_nlms,100,201,0.03477729749765152,-0.04452184639398915,0.0011357848256702077,2
kmeans_distance_nlms,200,101,0.017753099820997344,-0.8455380976382509,0.0005568171464815092,2
kmeans_rbf_nlms,1,300,5.1798184369627564e-05,0.9979218812924706,0.0005405937020900787,2
kmeans_rbf_nlms,2,299,0.00018286806514603146,0.992666937322945,0.0018468945801194177,2
kmeans_rbf_nlms,5,296,0.0009622345503610702,0.9614368558235875,0.005096084982695093,2
kmeans_rbf_nlms,10,291,0.003090951137452321,0.8757767474568324,0.008845812692095988,2
kmeans_rbf_nlms,20,281,0.0078585194287682,0.67345827072532,0.011894675921128941,2
kmeans_rbf_nlms,50,251,0.008870420643209899,0.4144932451957172,0.02075662598788544,2
kmeans_rbf_nlms,100,201,0.011634597219379175,-0.00012964161123862894,0.0020008380684123656,2
kmeans_rbf_nlms,200,101,0.009095391306345232,-1.5928694869751276,3.3200620896411455e-05,2
